District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22
Kishoreganj,Kharif 2,Aman,186328,77.01,47.77,41.73,6.61,26.0,12.0,40,72.5,85,60,181.08838383838383,1.158322957,June,July to  Oct,Nov to Dec,215828,rice
Kurigram,Kharif 2,Aman,283509,78.49,50.01,39.78,6.23,26.0,12.0,40,72.5,85,60,179.6013888888889,1.102067307,June,July to  Oct,Nov to Dec,312446,rice
Kushtia,Kharif 2,Aman,225972,77.01,48.96,38.87,6.6,26.0,12.0,40,72.5,85,60,129.44444444444446,1.200374383,June,July to  Oct,Nov to Dec,271251,rice
Lakshmipur,Kharif 2,Aman,185213,88.77,45.16,35.02,6.2,26.0,12.0,40,72.5,85,60,185.7563131313132,1.053263,June,July to  Oct,Nov to Dec,195078,rice
Lalmonirhat,Kharif 2,Aman,189950,79.83,45.74,37.31,6.54,26.0,12.0,40,72.5,85,60,179.6013888888889,1.141163464,June,July to  Oct,Nov to Dec,216764,rice
Madaripur,Kharif 2,Aman,40746,74.82,50.52,44.44,6.55,26.0,12.0,40,72.5,85,60,160.41666666666666,0.8303146321,June,July to  Oct,Nov to Dec,33832,rice
Magura,Kharif 2,Aman,143430,83.83,46.62,36.81,6.06,26.0,12.0,40,72.5,85,60,134.2247474747475,1.062643798,June,July to  Oct,Nov to Dec,152415,rice
Manikganj,Kharif 2,Aman,19457,74.04,46.43,40.32,6.45,26.0,12.0,40,72.5,85,60,169.94262295081967,0.9198231999,June,July to  Oct,Nov to Dec,17897,rice
Meherpur,Kharif 2,Aman,82524,80.89,44.85,42.28,6.34,26.0,12.0,40,72.5,85,60,129.44444444444446,1.279203626,June,July to  Oct,Nov to Dec,105565,rice
Moulvibazar,Kharif 2,Aman,251081,70.5,48.79,36.87,6.28,26.0,12.0,40,72.5,85,60,333.72557471264366,1.180622986,June,July to  Oct,Nov to Dec,296432,rice
Munshiganj,Kharif 2,Aman,41822,73.52,53.47,40.31,6.69,26.0,12.0,40,72.5,85,60,169.94262295081967,0.3934053847,June,July to  Oct,Nov to Dec,16453,rice
Mymensingh,Kharif 2,Aman,663734,80.83,44.53,42.11,6.3,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9711571202,June,July to  Oct,Nov to Dec,644590,rice
Naogaon,Kharif 2,Aman,468054,83.43,47.65,39.9,6.27,26.0,12.0,40,72.5,85,60,124.92,1.082366565,June,July to  Oct,Nov to Dec,506606,rice
Narail,Kharif 2,Aman,85229,80.71,51.61,46.73,6.44,26.0,12.0,40,72.5,85,60,134.2247474747475,1.068098887,June,July to  Oct,Nov to Dec,91033,rice
Narayanganj,Kharif 2,Aman,19756,79.34,47.35,35.88,6.56,26.0,12.0,40,72.5,85,60,169.94262295081967,0.5482385098,June,July to  Oct,Nov to Dec,10831,rice
Narsingdi,Kharif 2,Aman,97752,78.45,48.87,42.4,6.4,26.0,12.0,40,72.5,85,60,169.94262295081967,1.039313774,June,July to  Oct,Nov to Dec,101595,rice
Natore,Kharif 2,Aman,182696,72.8,44.55,39.46,6.65,26.0,12.0,40,72.5,85,60,124.92,1.119438849,June,July to  Oct,Nov to Dec,204517,rice
Netrokona,Kharif 2,Aman,301949,76.44,48.8,41.72,6.53,26.0,12.0,40,72.5,85,60,181.08838383838383,1.091058424,June,July to  Oct,Nov to Dec,329444,rice
Nilphamari,Kharif 2,Aman,279580,77.68,47.05,40.93,6.01,26.0,12.0,40,72.5,85,60,179.6013888888889,1.103355033,June,July to  Oct,Nov to Dec,308476,rice
Noakhali,Kharif 2,Aman,382971,84.96,50.39,38.12,6.33,26.0,12.0,40,72.5,85,60,185.7563131313132,1.033623956,June,July to  Oct,Nov to Dec,395848,rice
Pabna,Kharif 2,Aman,221929,81.54,50.97,40.42,6.32,26.0,12.0,40,72.5,85,60,124.92,0.8668718374,June,July to  Oct,Nov to Dec,192384,rice
Panchagar,Kharif 2,Aman,246162,71.44,54.97,35.43,6.52,26.0,12.0,40,72.5,85,60,154.21843434343435,1.246549021,June,July to  Oct,Nov to Dec,306853,rice
Patuakhali,Kharif 2,Aman,431833,81.44,49.23,41.31,5.92,26.0,12.0,40,72.5,85,60,207.8076923076923,0.749345233,June,July to  Oct,Nov to Dec,323592,rice
Pirojpur,Kharif 2,Aman,155038,78.04,48.51,40.58,6.92,26.0,12.0,40,72.5,85,60,175.42564102564103,0.6449257601,June,July to  Oct,Nov to Dec,99988,rice
Rajbari,Kharif 2,Aman,117377,76.65,48.13,41.4,6.53,26.0,12.0,40,72.5,85,60,155.864898989899,0.9136968912,June,July to  Oct,Nov to Dec,107247,rice
Rajshahi,Kharif 2,Aman,182555,82.82,46.57,42.4,6.46,26.0,12.0,40,72.5,85,60,124.92,1.273851716,June,July to  Oct,Nov to Dec,232548,rice
Rangamati,Kharif 2,Aman,23990,84.83,48.55,40.75,6.66,26.0,12.0,40,72.5,85,60,204.11111111111111,1.199041267,June,July to  Oct,Nov to Dec,28765,rice
Rangpur,Kharif 2,Aman,405055,84.35,46.74,40.22,6.88,26.0,12.0,40,72.5,85,60,179.6013888888889,1.092310921,June,July to  Oct,Nov to Dec,442446,rice
Satkhira,Kharif 2,Aman,207744,75.87,48.06,37.76,6.6,26.0,12.0,40,72.5,85,60,140.35353535353536,1.108450786,June,July to  Oct,Nov to Dec,230274,rice
Shariatpur,Kharif 2,Aman,32898,78.41,51.34,38.17,6.61,26.0,12.0,40,72.5,85,60,155.864898989899,0.701501611,June,July to  Oct,Nov to Dec,23078,rice
Sherpur,Kharif 2,Aman,202388,81.48,44.71,42.71,6.46,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9527689389,June,July to  Oct,Nov to Dec,192829,rice
Sirajganj,Kharif 2,Aman,200166,84.57,50.83,43.31,6.4,26.0,12.0,40,72.5,85,60,142.85416666666666,1.104498266,June,July to  Oct,Nov to Dec,221083,rice
Sunamganj,Kharif 2,Aman,198587,77.59,51.34,39.3,6.34,26.0,12.0,40,72.5,85,60,333.72557471264366,1.044851879,June,July to  Oct,Nov to Dec,207494,rice
Sylhet,Kharif 2,Aman,336140,79.0,47.24,39.98,6.27,26.0,12.0,40,72.5,85,60,333.72557471264366,1.05969834,June,July to  Oct,Nov to Dec,356207,rice
Tangail,Kharif 2,Aman,249183,74.59,41.52,37.71,6.3,26.0,12.0,40,72.5,85,60,153.4104938271605,0.8334115891,June,July to  Oct,Nov to Dec,207672,rice
Thakurgaon,Kharif 2,Aman,322836,74.16,45.84,42.68,6.17,26.0,12.0,40,72.5,85,60,154.21843434343435,1.083695746,June,July to  Oct,Nov to Dec,349856,rice
Bagerhat,Kharif 2,Arhar,0,21.74,73.0,21.1,5.78,28.0,26.0,30,35.0,50,20,144.96843434343435,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Bandarban,Kharif 2,Arhar,64,22.42,67.64,22.65,5.5,28.0,26.0,30,35.0,50,20,243.94444444444449,0.265625,Aug,Sep to Oct,Nov,17,pigeonpeas
Barguna,Kharif 2,Arhar,0,20.64,63.67,19.22,5.82,28.0,26.0,30,35.0,50,20,207.8076923076923,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Barishal,Kharif 2,Arhar,0,21.98,65.68,19.83,5.78,28.0,26.0,30,35.0,50,20,175.42564102564103,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Bhola,Kharif 2,Arhar,0,21.18,71.15,20.57,5.82,28.0,26.0,30,35.0,50,20,185.23090277777777,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Bogura,Kharif 2,Arhar,6,19.93,69.95,21.08,5.7,28.0,26.0,30,35.0,50,20,142.85416666666666,0.3333333333,Aug,Sep to Oct,Nov,2,pigeonpeas
Brahmanbaria,Kharif 2,Arhar,0,21.18,66.76,20.03,6.32,28.0,26.0,30,35.0,50,20,185.7563131313132,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Chandpur,Kharif 2,Arhar,0,22.64,66.24,19.23,6.03,28.0,26.0,30,35.0,50,20,168.796875,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Chapai Nawabganj,Kharif 2,Arhar,50,20.69,66.14,21.36,5.57,28.0,26.0,30,35.0,50,20,124.92,0.38,Aug,Sep to Oct,Nov,19,pigeonpeas
Chattogram,Kharif 2,Arhar,35,22.68,63.98,21.17,5.83,28.0,26.0,30,35.0,50,20,243.94444444444449,0.6571428571,Aug,Sep to Oct,Nov,23,pigeonpeas
Chuadanga,Kharif 2,Arhar,24,17.47,74.29,19.17,5.68,28.0,26.0,30,35.0,50,20,129.44444444444446,0.25,Aug,Sep to Oct,Nov,6,pigeonpeas
CoxsBazar,Kharif 2,Arhar,2,21.75,66.42,21.94,5.61,28.0,26.0,30,35.0,50,20,303.40277777777777,2.0,Aug,Sep to Oct,Nov,4,pigeonpeas
Cumilla,Kharif 2,Arhar,2,20.84,72.68,21.71,5.56,28.0,26.0,30,35.0,50,20,185.7563131313132,0.0,Aug,Sep to Oct,Nov,0,pigeonpeas
Dhaka,Kharif 2,Arhar,0,20.36,73.91,20.45,5.87,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Dinajpur,Kharif 2,Arhar,15,20.84,71.79,20.39,5.67,28.0,26.0,30,35.0,50,20,154.21843434343435,0.2666666667,Aug,Sep to Oct,Nov,4,pigeonpeas
Faridpur,Kharif 2,Arhar,5,18.26,65.98,20.96,5.96,28.0,26.0,30,35.0,50,20,155.864898989899,0.4,Aug,Sep to Oct,Nov,2,pigeonpeas
Feni,Kharif 2,Arhar,11,20.46,69.37,19.24,5.96,28.0,26.0,30,35.0,50,20,248.1727642276423,0.1818181818,Aug,Sep to Oct,Nov,2,pigeonpeas
Gaibandha,Kharif 2,Arhar,49,21.17,67.63,20.33,6.03,28.0,26.0,30,35.0,50,20,179.6013888888889,0.5918367347,Aug,Sep to Oct,Nov,29,pigeonpeas
Gazipur,Kharif 2,Arhar,2,22.57,64.06,17.67,5.64,28.0,26.0,30,35.0,50,20,169.94262295081967,0.0,Aug,Sep to Oct,Nov,0,pigeonpeas
Gopalganj,Kharif 2,Arhar,0,20.09,69.05,21.36,5.87,28.0,26.0,30,35.0,50,20,155.864898989899,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Habiganj,Kharif 2,Arhar,0,19.72,62.94,18.39,5.9,28.0,26.0,30,35.0,50,20,333.72557471264366,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Jamalpur,Kharif 2,Arhar,8,20.11,72.56,22.12,5.71,28.0,26.0,30,35.0,50,20,181.08838383838383,0.25,Aug,Sep to Oct,Nov,2,pigeonpeas
Jashore,Kharif 2,Arhar,12,21.87,65.84,19.89,5.66,28.0,26.0,30,35.0,50,20,134.2247474747475,0.3333333333,Aug,Sep to Oct,Nov,4,pigeonpeas
Jhallokati,Kharif 2,Arhar,0,21.14,68.55,20.03,6.07,28.0,26.0,30,35.0,50,20,175.42564102564103,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Jhenaidah,Kharif 2,Arhar,0,20.07,68.88,19.53,5.83,28.0,26.0,30,35.0,50,20,134.2247474747475,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Joypurhat,Kharif 2,Arhar,20,21.37,66.68,19.94,5.9,28.0,26.0,30,35.0,50,20,142.85416666666666,0.4,Aug,Sep to Oct,Nov,8,pigeonpeas
Khagrachari,Kharif 2,Arhar,29,20.85,70.11,22.02,5.65,28.0,26.0,30,35.0,50,20,204.11111111111111,0.3103448276,Aug,Sep to Oct,Nov,9,pigeonpeas
Khulna,Kharif 2,Arhar,0,21.93,65.8,17.26,5.58,28.0,26.0,30,35.0,50,20,144.96843434343435,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Kishoreganj,Kharif 2,Arhar,0,19.86,71.27,21.84,5.69,28.0,26.0,30,35.0,50,20,181.08838383838383,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Kurigram,Kharif 2,Arhar,61,20.32,62.26,20.7,5.77,28.0,26.0,30,35.0,50,20,179.6013888888889,0.2950819672,Aug,Sep to Oct,Nov,18,pigeonpeas
Kushtia,Kharif 2,Arhar,91,20.24,68.24,18.82,5.61,28.0,26.0,30,35.0,50,20,129.44444444444446,0.4725274725,Aug,Sep to Oct,Nov,43,pigeonpeas
Lakshmipur,Kharif 2,Arhar,14,18.91,75.61,18.98,5.79,28.0,26.0,30,35.0,50,20,185.7563131313132,0.1428571429,Aug,Sep to Oct,Nov,2,pigeonpeas
Lalmonirhat,Kharif 2,Arhar,7,21.1,63.66,22.33,5.5,28.0,26.0,30,35.0,50,20,179.6013888888889,0.1428571429,Aug,Sep to Oct,Nov,1,pigeonpeas
Madaripur,Kharif 2,Arhar,0,21.05,64.98,19.14,5.6,28.0,26.0,30,35.0,50,20,160.41666666666666,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Magura,Kharif 2,Arhar,11,20.74,69.82,18.89,5.91,28.0,26.0,30,35.0,50,20,134.2247474747475,0.2727272727,Aug,Sep to Oct,Nov,3,pigeonpeas
Manikganj,Kharif 2,Arhar,0,20.44,68.46,21.67,5.89,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Meherpur,Kharif 2,Arhar,16,18.97,69.15,20.7,5.72,28.0,26.0,30,35.0,50,20,129.44444444444446,0.375,Aug,Sep to Oct,Nov,6,pigeonpeas
Moulvibazar,Kharif 2,Arhar,26,20.21,69.72,19.15,5.61,28.0,26.0,30,35.0,50,20,333.72557471264366,0.2692307692,Aug,Sep to Oct,Nov,7,pigeonpeas
Munshiganj,Kharif 2,Arhar,12,20.3,70.31,20.55,5.61,28.0,26.0,30,35.0,50,20,169.94262295081967,0.25,Aug,Sep to Oct,Nov,3,pigeonpeas
Mymensingh,Kharif 2,Arhar,0,19.73,72.24,19.04,5.73,28.0,26.0,30,35.0,50,20,181.08838383838383,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Naogaon,Kharif 2,Arhar,132,20.53,69.4,21.63,5.9,28.0,26.0,30,35.0,50,20,124.92,0.4166666667,Aug,Sep to Oct,Nov,55,pigeonpeas
Narail,Kharif 2,Arhar,0,21.23,66.75,21.58,5.95,28.0,26.0,30,35.0,50,20,134.2247474747475,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Narayanganj,Kharif 2,Arhar,0,23.08,70.46,20.94,5.7,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Narsingdi,Kharif 2,Arhar,0,20.95,75.45,20.73,5.59,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Natore,Kharif 2,Arhar,15,21.05,67.19,22.43,5.84,28.0,26.0,30,35.0,50,20,124.92,0.2,Aug,Sep to Oct,Nov,3,pigeonpeas
Netrokona,Kharif 2,Arhar,8,20.64,63.77,20.29,5.65,28.0,26.0,30,35.0,50,20,181.08838383838383,0.375,Aug,Sep to Oct,Nov,3,pigeonpeas
Nilphamari,Kharif 2,Arhar,0,18.34,72.23,18.85,5.7,28.0,26.0,30,35.0,50,20,179.6013888888889,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Noakhali,Kharif 2,Arhar,40,20.7,67.24,20.84,6.02,28.0,26.0,30,35.0,50,20,185.7563131313132,0.25,Aug,Sep to Oct,Nov,10,pigeonpeas
Pabna,Kharif 2,Arhar,7,20.8,58.9,22.83,5.93,28.0,26.0,30,35.0,50,20,124.92,0.7142857143,Aug,Sep to Oct,Nov,5,pigeonpeas
Panchagar,Kharif 2,Arhar,0,23.79,71.17,19.05,5.82,28.0,26.0,30,35.0,50,20,154.21843434343435,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Patuakhali,Kharif 2,Arhar,0,20.49,65.55,19.85,5.57,28.0,26.0,30,35.0,50,20,207.8076923076923,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Pirojpur,Kharif 2,Arhar,0,21.11,67.36,20.8,5.83,28.0,26.0,30,35.0,50,20,175.42564102564103,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Rajbari,Kharif 2,Arhar,33,20.69,69.08,20.22,5.97,28.0,26.0,30,35.0,50,20,155.864898989899,0.2727272727,Aug,Sep to Oct,Nov,9,pigeonpeas
Rajshahi,Kharif 2,Arhar,6,19.28,68.5,19.09,5.72,28.0,26.0,30,35.0,50,20,124.92,0.1666666667,Aug,Sep to Oct,Nov,1,pigeonpeas
Rangamati,Kharif 2,Arhar,151,22.15,70.61,21.66,6.02,28.0,26.0,30,35.0,50,20,204.11111111111111,0.5298013245,Aug,Sep to Oct,Nov,80,pigeonpeas
Rangpur,Kharif 2,Arhar,83,21.67,65.96,23.11,6.01,28.0,26.0,30,35.0,50,20,179.6013888888889,0.734939759,Aug,Sep to Oct,Nov,61,pigeonpeas
Satkhira,Kharif 2,Arhar,0,21.71,69.82,20.53,6.08,28.0,26.0,30,35.0,50,20,140.35353535353536,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Shariatpur,Kharif 2,Arhar,0,19.6,66.68,19.19,5.84,28.0,26.0,30,35.0,50,20,155.864898989899,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Sherpur,Kharif 2,Arhar,8,22.47,70.73,18.4,5.89,28.0,26.0,30,35.0,50,20,181.08838383838383,0.375,Aug,Sep to Oct,Nov,3,pigeonpeas
Sirajganj,Kharif 2,Arhar,0,18.99,70.23,20.6,6.04,28.0,26.0,30,35.0,50,20,142.85416666666666,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Sunamganj,Kharif 2,Arhar,0,21.46,63.93,21.63,5.87,28.0,26.0,30,35.0,50,20,333.72557471264366,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Sylhet,Kharif 2,Arhar,0,23.45,72.14,20.87,5.7,28.0,26.0,30,35.0,50,20,333.72557471264366,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Tangail,Kharif 2,Arhar,3,19.5,65.55,20.29,5.71,28.0,26.0,30,35.0,50,20,153.4104938271605,0.0,Aug,Sep to Oct,Nov,0,pigeonpeas
Thakurgaon,Kharif 2,Arhar,40,20.03,71.01,19.57,5.83,28.0,26.0,30,35.0,50,20,154.21843434343435,0.35,Aug,Sep to Oct,Nov,14,pigeonpeas
Bagerhat,Kharif 1,Aus,14355,80.37,48.63,37.26,6.18,26.0,12.0,40,72.5,85,60,144.96843434343435,1.118843608,March,April to july,Aug,16061,rice
Bandarban,Kharif 1,Aus,30323,77.48,52.83,41.87,6.4,26.0,12.0,40,72.5,85,60,243.94444444444449,0.80681331,March,April to july,Aug,24465,rice
Barguna,Kharif 1,Aus,136821,72.46,46.94,42.06,6.64,26.0,12.0,40,72.5,85,60,207.8076923076923,1.023665958,March,April to july,Aug,140059,rice
Barishal,Kharif 1,Aus,44719,80.22,46.58,36.17,6.01,26.0,12.0,40,72.5,85,60,175.42564102564103,0.7564793488,March,April to july,Aug,33829,rice
Bhola,Kharif 1,Aus,225181,74.8,47.52,43.67,6.73,26.0,12.0,40,72.5,85,60,185.23090277777777,0.7846976432,March,April to july,Aug,176699,rice
Bogura,Kharif 1,Aus,79878,82.16,46.71,41.24,6.65,26.0,12.0,40,72.5,85,60,142.85416666666666,0.9793184607,March,April to july,Aug,78226,rice
Brahmanbaria,Kharif 1,Aus,28171,75.48,49.86,43.22,6.34,26.0,12.0,40,72.5,85,60,185.7563131313132,1.044016897,March,April to july,Aug,29411,rice
Chandpur,Kharif 1,Aus,26157,87.32,42.97,36.66,6.53,26.0,12.0,40,72.5,85,60,168.796875,1.04304775,March,April to july,Aug,27283,rice
Chapai Nawabganj,Kharif 1,Aus,112725,76.14,44.57,36.6,6.43,26.0,12.0,40,72.5,85,60,124.92,1.093138168,March,April to july,Aug,123224,rice
Chattogram,Kharif 1,Aus,87232,78.35,44.53,39.51,6.67,26.0,12.0,40,72.5,85,60,243.94444444444449,1.168241012,March,April to july,Aug,101908,rice
Chuadanga,Kharif 1,Aus,105578,83.79,50.29,41.07,6.62,26.0,12.0,40,72.5,85,60,129.44444444444446,1.08818125,March,April to july,Aug,114888,rice
CoxsBazar,Kharif 1,Aus,7479,73.99,52.46,44.17,6.16,26.0,12.0,40,72.5,85,60,303.40277777777777,1.064447119,March,April to july,Aug,7961,rice
Cumilla,Kharif 1,Aus,194395,80.98,47.28,41.56,6.54,26.0,12.0,40,72.5,85,60,185.7563131313132,0.9509400962,March,April to july,Aug,184858,rice
Dhaka,Kharif 1,Aus,1454,86.16,47.1,39.29,6.39,26.0,12.0,40,72.5,85,60,169.94262295081967,0.7902338377,March,April to july,Aug,1149,rice
Dinajpur,Kharif 1,Aus,28663,72.18,47.78,37.41,6.45,26.0,12.0,40,72.5,85,60,154.21843434343435,0.8469804277,March,April to july,Aug,24277,rice
Faridpur,Kharif 1,Aus,21437,80.78,50.9,42.81,6.29,26.0,12.0,40,72.5,85,60,155.864898989899,0.6256938937,March,April to july,Aug,13413,rice
Feni,Kharif 1,Aus,27313,81.14,44.93,37.56,6.77,26.0,12.0,40,72.5,85,60,248.1727642276423,0.8943726431,March,April to july,Aug,24428,rice
Gaibandha,Kharif 1,Aus,34902,83.64,48.26,43.77,6.63,26.0,12.0,40,72.5,85,60,179.6013888888889,0.8496074724,March,April to july,Aug,29653,rice
Gazipur,Kharif 1,Aus,3943,73.96,50.36,39.19,6.29,26.0,12.0,40,72.5,85,60,169.94262295081967,1.305351255,March,April to july,Aug,5147,rice
Gopalganj,Kharif 1,Aus,9664,73.56,49.01,43.67,6.17,26.0,12.0,40,72.5,85,60,155.864898989899,1.432326159,March,April to july,Aug,13842,rice
Habiganj,Kharif 1,Aus,191786,82.39,48.12,41.49,6.36,26.0,12.0,40,72.5,85,60,333.72557471264366,1.085219985,March,April to july,Aug,208130,rice
Jamalpur,Kharif 1,Aus,9975,81.31,50.44,39.54,6.51,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9179949875,March,April to july,Aug,9157,rice
