District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22
Gopalganj,Kharif 2,Aman,59993,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,0.7519377261,June,July to  Oct,Nov to Dec,45111,rice
Habiganj,Kharif 2,Aman,245464,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.064665287,June,July to  Oct,Nov to Dec,261337,rice
Jamalpur,Kharif 2,Aman,265787,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9535003593,June,July to  Oct,Nov to Dec,253428,rice
Jashore,Kharif 2,Aman,338887,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.14695459,June,July to  Oct,Nov to Dec,388688,rice
Jhallokati,Kharif 2,Aman,116665,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,0.7944799211,June,July to  Oct,Nov to Dec,92688,rice
Jhenaidah,Kharif 2,Aman,252930,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.369529119,June,July to  Oct,Nov to Dec,346395,rice
Joypurhat,Kharif 2,Aman,170726,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.137928611,June,July to  Oct,Nov to Dec,194274,rice
Khagrachari,Kharif 2,Aman,66694,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,204.11111111111111,1.304375206,June,July to  Oct,Nov to Dec,86994,rice
Khulna,Kharif 2,Aman,237461,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,144.96843434343435,1.120950388,June,July to  Oct,Nov to Dec,266182,rice
Kishoreganj,Kharif 2,Aman,186328,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.158322957,June,July to  Oct,Nov to Dec,215828,rice
Kurigram,Kharif 2,Aman,283509,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.102067307,June,July to  Oct,Nov to Dec,312446,rice
Kushtia,Kharif 2,Aman,225972,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.200374383,June,July to  Oct,Nov to Dec,271251,rice
Lakshmipur,Kharif 2,Aman,185213,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.053263,June,July to  Oct,Nov to Dec,195078,rice
Lalmonirhat,Kharif 2,Aman,189950,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.141163464,June,July to  Oct,Nov to Dec,216764,rice
Madaripur,Kharif 2,Aman,40746,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,160.41666666666666,0.8303146321,June,July to  Oct,Nov to Dec,33832,rice
Magura,Kharif 2,Aman,143430,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.062643798,June,July to  Oct,Nov to Dec,152415,rice
Manikganj,Kharif 2,Aman,19457,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,0.9198231999,June,July to  Oct,Nov to Dec,17897,rice
Meherpur,Kharif 2,Aman,82524,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.279203626,June,July to  Oct,Nov to Dec,105565,rice
Moulvibazar,Kharif 2,Aman,251081,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.180622986,June,July to  Oct,Nov to Dec,296432,rice
Munshiganj,Kharif 2,Aman,41822,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,0.3934053847,June,July to  Oct,Nov to Dec,16453,rice
Mymensingh,Kharif 2,Aman,663734,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9711571202,June,July to  Oct,Nov to Dec,644590,rice
Naogaon,Kharif 2,Aman,468054,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.082366565,June,July to  Oct,Nov to Dec,506606,rice
Narail,Kharif 2,Aman,85229,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,134.2247474747475,1.068098887,June,July to  Oct,Nov to Dec,91033,rice
Narayanganj,Kharif 2,Aman,19756,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,0.5482385098,June,July to  Oct,Nov to Dec,10831,rice
Narsingdi,Kharif 2,Aman,97752,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.039313774,June,July to  Oct,Nov to Dec,101595,rice
Natore,Kharif 2,Aman,182696,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.119438849,June,July to  Oct,Nov to Dec,204517,rice
Netrokona,Kharif 2,Aman,301949,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,1.091058424,June,July to  Oct,Nov to Dec,329444,rice
Nilphamari,Kharif 2,Aman,279580,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.103355033,June,July to  Oct,Nov to Dec,308476,rice
Noakhali,Kharif 2,Aman,382971,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.033623956,June,July to  Oct,Nov to Dec,395848,rice
Pabna,Kharif 2,Aman,221929,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,0.8668718374,June,July to  Oct,Nov to Dec,192384,rice
Panchagar,Kharif 2,Aman,246162,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.246549021,June,July to  Oct,Nov to Dec,306853,rice
Patuakhali,Kharif 2,Aman,431833,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,207.8076923076923,0.749345233,June,July to  Oct,Nov to Dec,323592,rice
Pirojpur,Kharif 2,Aman,155038,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,0.6449257601,June,July to  Oct,Nov to Dec,99988,rice
Rajbari,Kharif 2,Aman,117377,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,0.9136968912,June,July to  Oct,Nov to Dec,107247,rice
Rajshahi,Kharif 2,Aman,182555,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.273851716,June,July to  Oct,Nov to Dec,232548,rice
Rangamati,Kharif 2,Aman,23990,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,204.11111111111111,1.199041267,June,July to  Oct,Nov to Dec,28765,rice
Rangpur,Kharif 2,Aman,405055,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,1.092310921,June,July to  Oct,Nov to Dec,442446,rice
Satkhira,Kharif 2,Aman,207744,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,140.35353535353536,1.108450786,June,July to  Oct,Nov to Dec,230274,rice
Shariatpur,Kharif 2,Aman,32898,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,0.701501611,June,July to  Oct,Nov to Dec,23078,rice
Sherpur,Kharif 2,Aman,202388,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9527689389,June,July to  Oct,Nov to Dec,192829,rice
Sirajganj,Kharif 2,Aman,200166,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,1.104498266,June,July to  Oct,Nov to Dec,221083,rice
Sunamganj,Kharif 2,Aman,198587,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.044851879,June,July to  Oct,Nov to Dec,207494,rice
Sylhet,Kharif 2,Aman,336140,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.05969834,June,July to  Oct,Nov to Dec,356207,rice
Tangail,Kharif 2,Aman,249183,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,153.4104938271605,0.8334115891,June,July to  Oct,Nov to Dec,207672,rice
Thakurgaon,Kharif 2,Aman,322836,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,1.083695746,June,July to  Oct,Nov to Dec,349856,rice
Bagerhat,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,144.96843434343435,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Bandarban,Kharif 2,Arhar,64,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,243.94444444444449,0.265625,Aug,Sep to Oct,Nov,17,pigeonpeas
Barguna,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,207.8076923076923,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Barishal,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,175.42564102564103,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Bhola,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,185.23090277777777,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Bogura,Kharif 2,Arhar,6,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,142.85416666666666,0.3333333333,Aug,Sep to Oct,Nov,2,pigeonpeas
Brahmanbaria,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,185.75631313131316,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Chandpur,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,168.796875,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Chapai Nawabganj,Kharif 2,Arhar,50,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,124.92,0.38,Aug,Sep to Oct,Nov,19,pigeonpeas
Chattogram,Kharif 2,Arhar,35,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,243.94444444444449,0.6571428571,Aug,Sep to Oct,Nov,23,pigeonpeas
Chuadanga,Kharif 2,Arhar,24,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,129.44444444444446,0.25,Aug,Sep to Oct,Nov,6,pigeonpeas
CoxsBazar,Kharif 2,Arhar,2,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,303.40277777777777,2.0,Aug,Sep to Oct,Nov,4,pigeonpeas
Cumilla,Kharif 2,Arhar,2,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,185.75631313131316,0.0,Aug,Sep to Oct,Nov,0,pigeonpeas
Dhaka,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Dinajpur,Kharif 2,Arhar,15,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,154.21843434343435,0.2666666667,Aug,Sep to Oct,Nov,4,pigeonpeas
Faridpur,Kharif 2,Arhar,5,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,155.864898989899,0.4,Aug,Sep to Oct,Nov,2,pigeonpeas
Feni,Kharif 2,Arhar,11,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,248.1727642276423,0.1818181818,Aug,Sep to Oct,Nov,2,pigeonpeas
Gaibandha,Kharif 2,Arhar,49,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,179.6013888888889,0.5918367347,Aug,Sep to Oct,Nov,29,pigeonpeas
Gazipur,Kharif 2,Arhar,2,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,169.94262295081967,0.0,Aug,Sep to Oct,Nov,0,pigeonpeas
Gopalganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,155.864898989899,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Habiganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,333.72557471264366,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Jamalpur,Kharif 2,Arhar,8,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,181.08838383838383,0.25,Aug,Sep to Oct,Nov,2,pigeonpeas
Jashore,Kharif 2,Arhar,12,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,134.2247474747475,0.3333333333,Aug,Sep to Oct,Nov,4,pigeonpeas
Jhallokati,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,175.42564102564103,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Jhenaidah,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,134.2247474747475,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Joypurhat,Kharif 2,Arhar,20,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,142.85416666666666,0.4,Aug,Sep to Oct,Nov,8,pigeonpeas
Khagrachari,Kharif 2,Arhar,29,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,204.11111111111111,0.3103448276,Aug,Sep to Oct,Nov,9,pigeonpeas
Khulna,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,144.96843434343435,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Kishoreganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,181.08838383838383,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Kurigram,Kharif 2,Arhar,61,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,179.6013888888889,0.2950819672,Aug,Sep to Oct,Nov,18,pigeonpeas
Kushtia,Kharif 2,Arhar,91,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,129.44444444444446,0.4725274725,Aug,Sep to Oct,Nov,43,pigeonpeas
Lakshmipur,Kharif 2,Arhar,14,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,185.75631313131316,0.1428571429,Aug,Sep to Oct,Nov,2,pigeonpeas
Lalmonirhat,Kharif 2,Arhar,7,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,179.6013888888889,0.1428571429,Aug,Sep to Oct,Nov,1,pigeonpeas
Madaripur,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,160.41666666666666,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Magura,Kharif 2,Arhar,11,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,134.2247474747475,0.2727272727,Aug,Sep to Oct,Nov,3,pigeonpeas
Manikganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Meherpur,Kharif 2,Arhar,16,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,129.44444444444446,0.375,Aug,Sep to Oct,Nov,6,pigeonpeas
Moulvibazar,Kharif 2,Arhar,26,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,333.72557471264366,0.2692307692,Aug,Sep to Oct,Nov,7,pigeonpeas
Munshiganj,Kharif 2,Arhar,12,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,169.94262295081967,0.25,Aug,Sep to Oct,Nov,3,pigeonpeas
Mymensingh,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,181.08838383838383,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Naogaon,Kharif 2,Arhar,132,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,124.92,0.4166666667,Aug,Sep to Oct,Nov,55,pigeonpeas
Narail,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,134.2247474747475,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Narayanganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Narsingdi,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,169.94262295081967,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Natore,Kharif 2,Arhar,15,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,124.92,0.2,Aug,Sep to Oct,Nov,3,pigeonpeas
Netrokona,Kharif 2,Arhar,8,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,181.08838383838383,0.375,Aug,Sep to Oct,Nov,3,pigeonpeas
Nilphamari,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,179.6013888888889,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Noakhali,Kharif 2,Arhar,40,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,185.75631313131316,0.25,Aug,Sep to Oct,Nov,10,pigeonpeas
Pabna,Kharif 2,Arhar,7,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,124.92,0.7142857143,Aug,Sep to Oct,Nov,5,pigeonpeas
Panchagar,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,154.21843434343435,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Patuakhali,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,207.8076923076923,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Pirojpur,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,175.42564102564103,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Rajbari,Kharif 2,Arhar,33,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,155.864898989899,0.2727272727,Aug,Sep to Oct,Nov,9,pigeonpeas
Rajshahi,Kharif 2,Arhar,6,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,124.92,0.1666666667,Aug,Sep to Oct,Nov,1,pigeonpeas
Rangamati,Kharif 2,Arhar,151,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,204.11111111111111,0.5298013245,Aug,Sep to Oct,Nov,80,pigeonpeas
Rangpur,Kharif 2,Arhar,83,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,179.6013888888889,0.734939759,Aug,Sep to Oct,Nov,61,pigeonpeas
Satkhira,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,140.35353535353536,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Shariatpur,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,155.864898989899,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Sherpur,Kharif 2,Arhar,8,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,181.08838383838383,0.375,Aug,Sep to Oct,Nov,3,pigeonpeas
Sirajganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,142.85416666666666,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Sunamganj,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,333.72557471264366,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Sylhet,Kharif 2,Arhar,0,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,333.72557471264366,2.518413598,Aug,Sep to Oct,Nov,0,pigeonpeas
Tangail,Kharif 2,Arhar,3,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,153.4104938271605,0.0,Aug,Sep to Oct,Nov,0,pigeonpeas
Thakurgaon,Kharif 2,Arhar,40,20.73,67.73,20.29,5.79,28.0,26.0,30,35.0,50,20,154.21843434343435,0.35,Aug,Sep to Oct,Nov,14,pigeonpeas
Bagerhat,Kharif 1,Aus,14355,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,144.96843434343435,1.118843608,March,April to july,Aug,16061,rice
Bandarban,Kharif 1,Aus,30323,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,243.94444444444449,0.80681331,March,April to july,Aug,24465,rice
Barguna,Kharif 1,Aus,136821,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,207.8076923076923,1.023665958,March,April to july,Aug,140059,rice
Barishal,Kharif 1,Aus,44719,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,175.42564102564103,0.7564793488,March,April to july,Aug,33829,rice
Bhola,Kharif 1,Aus,225181,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.23090277777777,0.7846976432,March,April to july,Aug,176699,rice
Bogura,Kharif 1,Aus,79878,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,142.85416666666666,0.9793184607,March,April to july,Aug,78226,rice
Brahmanbaria,Kharif 1,Aus,28171,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.044016897,March,April to july,Aug,29411,rice
Chandpur,Kharif 1,Aus,26157,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,168.796875,1.04304775,March,April to july,Aug,27283,rice
Chapai Nawabganj,Kharif 1,Aus,112725,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,124.92,1.093138168,March,April to july,Aug,123224,rice
Chattogram,Kharif 1,Aus,87232,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,243.94444444444449,1.168241012,March,April to july,Aug,101908,rice
Chuadanga,Kharif 1,Aus,105578,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,129.44444444444446,1.08818125,March,April to july,Aug,114888,rice
CoxsBazar,Kharif 1,Aus,7479,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,303.40277777777777,1.064447119,March,April to july,Aug,7961,rice
Cumilla,Kharif 1,Aus,194395,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,0.9509400962,March,April to july,Aug,184858,rice
Dhaka,Kharif 1,Aus,1454,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,0.7902338377,March,April to july,Aug,1149,rice
Dinajpur,Kharif 1,Aus,28663,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,154.21843434343435,0.8469804277,March,April to july,Aug,24277,rice
Faridpur,Kharif 1,Aus,21437,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,0.6256938937,March,April to july,Aug,13413,rice
Feni,Kharif 1,Aus,27313,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,248.1727642276423,0.8943726431,March,April to july,Aug,24428,rice
Gaibandha,Kharif 1,Aus,34902,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,179.6013888888889,0.8496074724,March,April to july,Aug,29653,rice
Gazipur,Kharif 1,Aus,3943,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,169.94262295081967,1.305351255,March,April to july,Aug,5147,rice
Gopalganj,Kharif 1,Aus,9664,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,155.864898989899,1.432326159,March,April to july,Aug,13842,rice
Habiganj,Kharif 1,Aus,191786,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,333.72557471264366,1.085219985,March,April to july,Aug,208130,rice
Jamalpur,Kharif 1,Aus,9975,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,181.08838383838383,0.9179949875,March,April to july,Aug,9157,rice
